
Position X
 ==================== 
Position X,Unit,Category,Collection,Time,ID,
569.409,µm,Surface,Position,1,26854,
523.722,µm,Surface,Position,1,26855,
569.132,µm,Surface,Position,1,26856,
537.701,µm,Surface,Position,1,26857,
541.745,µm,Surface,Position,1,26858,
558.517,µm,Surface,Position,1,26859,
541.735,µm,Surface,Position,1,26860,
641.877,µm,Surface,Position,1,26861,
644.989,µm,Surface,Position,1,26862,
495.637,µm,Surface,Position,1,26863,
549.643,µm,Surface,Position,1,26864,
570.128,µm,Surface,Position,1,26865,
614.751,µm,Surface,Position,1,26866,
510.681,µm,Surface,Position,1,26867,
559.364,µm,Surface,Position,1,26869,
504.265,µm,Surface,Position,1,26870,
509.563,µm,Surface,Position,1,26871,
648.229,µm,Surface,Position,1,26872,
607.932,µm,Surface,Position,1,26873,
547.577,µm,Surface,Position,1,26874,
599.97,µm,Surface,Position,1,26875,
589.286,µm,Surface,Position,1,26876,
480.621,µm,Surface,Position,1,26877,
445.744,µm,Surface,Position,1,26878,
555.631,µm,Surface,Position,1,26880,
464.659,µm,Surface,Position,1,26881,
620.631,µm,Surface,Position,1,26882,
436.696,µm,Surface,Position,1,26883,
696.713,µm,Surface,Position,1,26884,
450.386,µm,Surface,Position,1,26885,
504.304,µm,Surface,Position,1,26886,
521.437,µm,Surface,Position,1,26888,
464.871,µm,Surface,Position,1,26889,
611.546,µm,Surface,Position,1,26890,
628.767,µm,Surface,Position,1,26891,
529.27,µm,Surface,Position,1,26892,
543.857,µm,Surface,Position,1,26893,
480.754,µm,Surface,Position,1,26894,
596.145,µm,Surface,Position,1,26895,
516.823,µm,Surface,Position,1,26896,
575.056,µm,Surface,Position,1,26897,
637.74,µm,Surface,Position,1,26898,
430.178,µm,Surface,Position,1,26899,
468.377,µm,Surface,Position,1,26900,
463.869,µm,Surface,Position,1,26901,
448.888,µm,Surface,Position,1,26902,
656.329,µm,Surface,Position,1,26903,
512.177,µm,Surface,Position,1,26904,
666.636,µm,Surface,Position,1,26906,
472.559,µm,Surface,Position,1,26907,
534.827,µm,Surface,Position,1,26908,
620.741,µm,Surface,Position,1,26909,
678.326,µm,Surface,Position,1,26910,
558.895,µm,Surface,Position,1,26911,
529.439,µm,Surface,Position,1,26912,
566.435,µm,Surface,Position,1,26913,
630.292,µm,Surface,Position,1,26914,
448.35,µm,Surface,Position,1,26915,
641.837,µm,Surface,Position,1,26916,
441.634,µm,Surface,Position,1,26917,
495.928,µm,Surface,Position,1,26918,
634.891,µm,Surface,Position,1,26920,
499.472,µm,Surface,Position,1,26921,
575.095,µm,Surface,Position,1,26922,
479.376,µm,Surface,Position,1,26923,
631.102,µm,Surface,Position,1,26924,
504.379,µm,Surface,Position,1,26925,
570.713,µm,Surface,Position,1,26926,
441.487,µm,Surface,Position,1,26927,
492.803,µm,Surface,Position,1,26929,
699.265,µm,Surface,Position,1,26930,
535.602,µm,Surface,Position,1,26932,
705.372,µm,Surface,Position,1,26933,
525.205,µm,Surface,Position,1,26934,
601.698,µm,Surface,Position,1,26935,
671.97,µm,Surface,Position,1,26936,
684.909,µm,Surface,Position,1,26937,
518.814,µm,Surface,Position,1,26938,
474.23,µm,Surface,Position,1,26939,
656.664,µm,Surface,Position,1,26940,
648.938,µm,Surface,Position,1,26941,
644.296,µm,Surface,Position,1,26942,
