
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
220.695,394.387,19.065,µm,Surface,Position,1,1200,
215.809,390,27.0545,µm,Surface,Position,1,1202,
207.578,400.647,25.9553,µm,Surface,Position,1,1203,
145.868,458.843,23.2123,µm,Surface,Position,1,1212,
61.8481,531.205,12.2096,µm,Surface,Position,1,1217,
99.0124,488.228,15.5355,µm,Surface,Position,1,1223,
180.666,409.657,12.4204,µm,Surface,Position,1,1224,
169.433,414.538,20.6813,µm,Surface,Position,1,1226,
143.265,434.443,14.5495,µm,Surface,Position,1,1231,
115.871,460.512,21.4419,µm,Surface,Position,1,1236,
50.7556,526.967,17.3124,µm,Surface,Position,1,1237,
195.162,367.255,18.9499,µm,Surface,Position,1,1240,
160.359,405.959,14.842,µm,Surface,Position,1,1241,
60.2527,502.091,21.9328,µm,Surface,Position,1,1242,
49.6573,504.249,20.4738,µm,Surface,Position,1,1247,
53.207,503.415,19.0319,µm,Surface,Position,1,1249,
76.5341,481.663,13.9163,µm,Surface,Position,1,1250,
55.1953,503.826,19.3232,µm,Surface,Position,1,1251,
63.2705,498.47,19.5602,µm,Surface,Position,1,1253,
56.2707,503.747,23.7784,µm,Surface,Position,1,1254,
138.208,413.921,12.1262,µm,Surface,Position,1,1256,
143.554,391.969,15.2917,µm,Surface,Position,1,1264,
98.8414,440.942,12.8281,µm,Surface,Position,1,1267,
144.878,379.494,21.8806,µm,Surface,Position,1,1275,
5.76358,510.293,17.5266,µm,Surface,Position,1,1277,
7.86622,511.552,17.6291,µm,Surface,Position,1,1278,
34.841,484.033,19.982,µm,Surface,Position,1,1280,
71.1746,437.476,20.7165,µm,Surface,Position,1,1282,
72.3081,436.893,20.2772,µm,Surface,Position,1,1283,
10.4516,492.408,13.607,µm,Surface,Position,1,1285,
119.735,385.628,14.6934,µm,Surface,Position,1,1288,
42.3139,447.956,19.8587,µm,Surface,Position,1,1292,
84.4334,399.576,22.9454,µm,Surface,Position,1,1297,
56.2863,418.474,18.584,µm,Surface,Position,1,1300,
20.4332,459.27,20.2975,µm,Surface,Position,1,1303,
29.2843,435.352,15.8145,µm,Surface,Position,1,1306,
29.2062,436.756,18.3667,µm,Surface,Position,1,1307,
81.7377,390.466,23.7297,µm,Surface,Position,1,1310,
82.8712,376.25,21.7156,µm,Surface,Position,1,1312,
41.2028,394.646,18.4507,µm,Surface,Position,1,1321,
61.8483,383.349,14.4741,µm,Surface,Position,1,1323,
25.9597,391.502,15.1957,µm,Surface,Position,1,1332,
29.3346,388.654,19.0209,µm,Surface,Position,1,1334,
20.5599,385.231,20.6441,µm,Surface,Position,1,1341,
694.294,489.075,12.9963,µm,Surface,Position,1,1348,
695.925,488.043,15.5623,µm,Surface,Position,1,1350,
696.208,493.892,14.3064,µm,Surface,Position,1,1353,
639.121,530.258,13.099,µm,Surface,Position,1,1356,
686.668,490.269,14.2071,µm,Surface,Position,1,1358,
646.121,530.749,14.8203,µm,Surface,Position,1,1359,
645.22,532.485,15.0454,µm,Surface,Position,1,1360,
703.311,457.055,18.173,µm,Surface,Position,1,1365,
