
Volume
 ==================== 
Volume,Unit,Category,Time,ID,
0.313461,µm^3,Surface,1,2096,
3.57103,µm^3,Surface,1,2097,
0.806546,µm^3,Surface,1,2099,
0.557027,µm^3,Surface,1,2101,
0.3527,µm^3,Surface,1,2103,
0.284845,µm^3,Surface,1,2106,
0.769707,µm^3,Surface,1,2108,
0.509107,µm^3,Surface,1,2113,
1.53646,µm^3,Surface,1,2114,
3.48042,µm^3,Surface,1,2115,
2.12762,µm^3,Surface,1,2133,
18.6385,µm^3,Surface,1,2138,
9.20866,µm^3,Surface,1,2147,
0.307142,µm^3,Surface,1,2150,
0.275942,µm^3,Surface,1,2156,
0.385872,µm^3,Surface,1,2158,
1.71067,µm^3,Surface,1,2159,
0.368783,µm^3,Surface,1,2160,
0.567394,µm^3,Surface,1,2161,
0.761667,µm^3,Surface,1,2164,
0.435125,µm^3,Surface,1,2166,
4.16353,µm^3,Surface,1,2168,
1.38821,µm^3,Surface,1,2170,
1.51347,µm^3,Surface,1,2171,
2.64515,µm^3,Surface,1,2173,
4.56995,µm^3,Surface,1,2174,
2.13498,µm^3,Surface,1,2176,
0.26213,µm^3,Surface,1,2181,
0.227055,µm^3,Surface,1,2187,
0.274692,µm^3,Surface,1,2189,
0.242084,µm^3,Surface,1,2193,
6.9185,µm^3,Surface,1,2204,
9.8593,µm^3,Surface,1,2210,
7.12122,µm^3,Surface,1,2214,
0.27942,µm^3,Surface,1,2216,
4.75742,µm^3,Surface,1,2225,
0.763572,µm^3,Surface,1,2234,
1.06872,µm^3,Surface,1,2235,
1.5335,µm^3,Surface,1,2257,
2.32334,µm^3,Surface,1,2258,
1.82235,µm^3,Surface,1,2259,
0.453123,µm^3,Surface,1,2260,
0.356247,µm^3,Surface,1,2263,
0.460828,µm^3,Surface,1,2264,
0.673349,µm^3,Surface,1,2265,
0.822143,µm^3,Surface,1,2266,
9.36442,µm^3,Surface,1,2275,
1.24186,µm^3,Surface,1,2276,
0.547516,µm^3,Surface,1,2284,
0.438821,µm^3,Surface,1,2294,
4.1292,µm^3,Surface,1,2299,
0.315384,µm^3,Surface,1,2307,
1.20852,µm^3,Surface,1,2310,
0.250103,µm^3,Surface,1,2314,
7.01452,µm^3,Surface,1,2317,
0.881358,µm^3,Surface,1,2318,
0.23383,µm^3,Surface,1,2319,
3.86518,µm^3,Surface,1,2320,
1.99887,µm^3,Surface,1,2331,
2.0943,µm^3,Surface,1,2332,
0.284265,µm^3,Surface,1,2337,
0.649683,µm^3,Surface,1,2339,
0.5532,µm^3,Surface,1,2354,
0.571831,µm^3,Surface,1,2368,
0.277385,µm^3,Surface,1,2369,
5.46578,µm^3,Surface,1,2375,
2.20407,µm^3,Surface,1,2380,
2.27734,µm^3,Surface,1,2398,
0.567905,µm^3,Surface,1,2403,
1.07779,µm^3,Surface,1,2405,
0.887624,µm^3,Surface,1,2409,
0.476813,µm^3,Surface,1,2420,
0.580454,µm^3,Surface,1,2422,
3.87424,µm^3,Surface,1,2426,
2.69591,µm^3,Surface,1,2428,
0.361884,µm^3,Surface,1,2434,
0.264359,µm^3,Surface,1,2438,
2.82742,µm^3,Surface,1,2439,
0.230555,µm^3,Surface,1,2440,
7.97705,µm^3,Surface,1,2441,
0.210847,µm^3,Surface,1,2442,
1.37956,µm^3,Surface,1,2444,
1.47702,µm^3,Surface,1,2453,
0.236569,µm^3,Surface,1,2458,
0.434885,µm^3,Surface,1,2464,
6.08134,µm^3,Surface,1,2469,
5.32969,µm^3,Surface,1,2476,
0.355976,µm^3,Surface,1,2484,
6.8311,µm^3,Surface,1,2489,
20.7047,µm^3,Surface,1,2494,
4.44808,µm^3,Surface,1,2495,
5.09476,µm^3,Surface,1,2496,
9.09675,µm^3,Surface,1,2497,
14.8955,µm^3,Surface,1,2498,
11.3783,µm^3,Surface,1,2499,
