
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.642406,,Surface,1,1662,
0.48854,,Surface,1,1663,
0.546074,,Surface,1,1664,
0.540923,,Surface,1,1667,
0.482737,,Surface,1,1668,
0.78679,,Surface,1,1676,
0.56242,,Surface,1,1677,
0.630496,,Surface,1,1679,
0.693874,,Surface,1,1680,
0.687505,,Surface,1,1686,
0.690079,,Surface,1,1689,
0.452087,,Surface,1,1692,
0.680675,,Surface,1,1715,
0.723338,,Surface,1,1716,
0.504932,,Surface,1,1718,
0.50955,,Surface,1,1722,
0.275186,,Surface,1,1739,
0.477928,,Surface,1,1742,
0.407321,,Surface,1,1743,
0.322824,,Surface,1,1752,
0.615639,,Surface,1,1754,
0.573122,,Surface,1,1757,
0.646806,,Surface,1,1759,
0.598582,,Surface,1,1761,
0.603522,,Surface,1,1762,
0.690673,,Surface,1,1763,
0.425971,,Surface,1,1779,
0.544121,,Surface,1,1784,
0.335873,,Surface,1,1786,
0.494694,,Surface,1,1791,
0.644745,,Surface,1,1792,
0.65094,,Surface,1,1794,
0.418982,,Surface,1,1802,
0.255666,,Surface,1,1808,
0.649536,,Surface,1,1812,
0.402958,,Surface,1,1815,
0.585872,,Surface,1,1816,
0.590286,,Surface,1,1820,
0.435158,,Surface,1,1832,
0.622308,,Surface,1,1835,
0.358802,,Surface,1,1845,
0.762382,,Surface,1,1846,
0.711184,,Surface,1,1848,
0.528182,,Surface,1,1856,
0.492916,,Surface,1,1860,
0.351335,,Surface,1,1866,
0.679103,,Surface,1,1867,
0.638646,,Surface,1,1868,
0.499927,,Surface,1,1871,
0.460287,,Surface,1,1872,
0.796934,,Surface,1,1875,
0.521298,,Surface,1,1878,
0.65736,,Surface,1,1879,
0.611406,,Surface,1,1882,
0.743641,,Surface,1,1885,
0.245365,,Surface,1,1886,
0.597408,,Surface,1,1887,
0.542093,,Surface,1,1890,
0.507493,,Surface,1,1891,
0.386464,,Surface,1,1892,
0.242264,,Surface,1,1897,
0.636769,,Surface,1,1901,
0.770741,,Surface,1,1904,
0.539462,,Surface,1,1906,
0.523817,,Surface,1,1907,
