
Area
 ==================== 
Area,Unit,Category,Time,ID,
453.547,µm^2,Surface,1,1002,
258.488,µm^2,Surface,1,1003,
327.805,µm^2,Surface,1,1004,
388.992,µm^2,Surface,1,1006,
272.391,µm^2,Surface,1,1008,
289.499,µm^2,Surface,1,1009,
456.307,µm^2,Surface,1,1010,
284.247,µm^2,Surface,1,1014,
326.791,µm^2,Surface,1,1017,
264.419,µm^2,Surface,1,1018,
282.633,µm^2,Surface,1,1019,
304.68,µm^2,Surface,1,1020,
340.391,µm^2,Surface,1,1021,
359.854,µm^2,Surface,1,1023,
181.954,µm^2,Surface,1,1024,
191.739,µm^2,Surface,1,1032,
331.445,µm^2,Surface,1,1034,
320.41,µm^2,Surface,1,1035,
279.5,µm^2,Surface,1,1036,
312.882,µm^2,Surface,1,1037,
326.269,µm^2,Surface,1,1038,
276.655,µm^2,Surface,1,1039,
305.159,µm^2,Surface,1,1040,
245.373,µm^2,Surface,1,1041,
201.276,µm^2,Surface,1,1045,
211.85,µm^2,Surface,1,1049,
265.276,µm^2,Surface,1,1052,
178.032,µm^2,Surface,1,1053,
200.203,µm^2,Surface,1,1056,
252.869,µm^2,Surface,1,1057,
167.015,µm^2,Surface,1,1058,
443.3,µm^2,Surface,1,1059,
284.37,µm^2,Surface,1,1060,
185.391,µm^2,Surface,1,1061,
205.275,µm^2,Surface,1,1063,
230.036,µm^2,Surface,1,1064,
224.388,µm^2,Surface,1,1065,
241.242,µm^2,Surface,1,1066,
230.225,µm^2,Surface,1,1067,
250.086,µm^2,Surface,1,1068,
286.222,µm^2,Surface,1,1070,
242.433,µm^2,Surface,1,1071,
227.989,µm^2,Surface,1,1072,
247.94,µm^2,Surface,1,1073,
320.523,µm^2,Surface,1,1074,
305.166,µm^2,Surface,1,1075,
370.543,µm^2,Surface,1,1076,
323.454,µm^2,Surface,1,1077,
216.921,µm^2,Surface,1,1081,
271.46,µm^2,Surface,1,1082,
291.407,µm^2,Surface,1,1083,
327.205,µm^2,Surface,1,1084,
418.053,µm^2,Surface,1,1085,
401.338,µm^2,Surface,1,1086,
295.868,µm^2,Surface,1,1088,
370.59,µm^2,Surface,1,1090,
220.011,µm^2,Surface,1,1091,
334.895,µm^2,Surface,1,1092,
372.103,µm^2,Surface,1,1093,
356.624,µm^2,Surface,1,1095,
192.171,µm^2,Surface,1,1096,
211.039,µm^2,Surface,1,1099,
394.443,µm^2,Surface,1,1100,
269.982,µm^2,Surface,1,1104,
176.777,µm^2,Surface,1,1106,
345.842,µm^2,Surface,1,1108,
222.575,µm^2,Surface,1,1111,
193.143,µm^2,Surface,1,1112,
260.261,µm^2,Surface,1,1113,
352.111,µm^2,Surface,1,1114,
290.413,µm^2,Surface,1,1115,
333.817,µm^2,Surface,1,1116,
247.29,µm^2,Surface,1,1118,
389.28,µm^2,Surface,1,1122,
231.302,µm^2,Surface,1,1125,
333.406,µm^2,Surface,1,1126,
289.949,µm^2,Surface,1,1128,
248.942,µm^2,Surface,1,1132,
253.659,µm^2,Surface,1,1133,
370.587,µm^2,Surface,1,1136,
211.575,µm^2,Surface,1,1138,
263.68,µm^2,Surface,1,1139,
312.501,µm^2,Surface,1,1140,
475.305,µm^2,Surface,1,1141,
281.069,µm^2,Surface,1,1143,
392.542,µm^2,Surface,1,1145,
242.564,µm^2,Surface,1,1150,
461.688,µm^2,Surface,1,1151,
287.409,µm^2,Surface,1,1153,
272.047,µm^2,Surface,1,1154,
424.524,µm^2,Surface,1,1157,
219.848,µm^2,Surface,1,1158,
281.447,µm^2,Surface,1,1159,
319.581,µm^2,Surface,1,1160,
431.951,µm^2,Surface,1,1162,
264.308,µm^2,Surface,1,1163,
401.256,µm^2,Surface,1,1164,
347.891,µm^2,Surface,1,1165,
465.891,µm^2,Surface,1,1167,
252.288,µm^2,Surface,1,1168,
250.422,µm^2,Surface,1,1169,
446.294,µm^2,Surface,1,1171,
367.571,µm^2,Surface,1,1173,
255.553,µm^2,Surface,1,1177,
179.791,µm^2,Surface,1,1178,
240.286,µm^2,Surface,1,1179,
359.515,µm^2,Surface,1,1180,
309.632,µm^2,Surface,1,1181,
353.387,µm^2,Surface,1,1183,
133.147,µm^2,Surface,1,1185,
249.613,µm^2,Surface,1,1190,
278.047,µm^2,Surface,1,1192,
278.465,µm^2,Surface,1,1194,
252.068,µm^2,Surface,1,1195,
195.913,µm^2,Surface,1,1196,
258.166,µm^2,Surface,1,1197,
225.738,µm^2,Surface,1,1198,
285.13,µm^2,Surface,1,1201,
286.822,µm^2,Surface,1,1203,
280.435,µm^2,Surface,1,1205,
447.855,µm^2,Surface,1,1206,
304.82,µm^2,Surface,1,1209,
269.263,µm^2,Surface,1,1212,
188.207,µm^2,Surface,1,1213,
342.83,µm^2,Surface,1,1214,
316.683,µm^2,Surface,1,1215,
288.276,µm^2,Surface,1,1216,
241.97,µm^2,Surface,1,1217,
342.665,µm^2,Surface,1,1218,
376.215,µm^2,Surface,1,1224,
258.52,µm^2,Surface,1,1226,
251.228,µm^2,Surface,1,1232,
289.771,µm^2,Surface,1,1234,
329.001,µm^2,Surface,1,1237,
183.62,µm^2,Surface,1,1238,
198,µm^2,Surface,1,1242,
282.645,µm^2,Surface,1,1245,
476.641,µm^2,Surface,1,1247,
340.755,µm^2,Surface,1,1248,
407.784,µm^2,Surface,1,1251,
332.927,µm^2,Surface,1,1252,
282.65,µm^2,Surface,1,1253,
369.079,µm^2,Surface,1,1256,
285.132,µm^2,Surface,1,1257,
245.622,µm^2,Surface,1,1258,
369.958,µm^2,Surface,1,1260,
264.172,µm^2,Surface,1,1262,
321.259,µm^2,Surface,1,1263,
240.488,µm^2,Surface,1,1265,
259.707,µm^2,Surface,1,1266,
424.392,µm^2,Surface,1,1267,
151.421,µm^2,Surface,1,1268,
410.985,µm^2,Surface,1,1269,
366.565,µm^2,Surface,1,1271,
162.929,µm^2,Surface,1,1272,
305.916,µm^2,Surface,1,1273,
441.424,µm^2,Surface,1,1274,
261.67,µm^2,Surface,1,1276,
453.199,µm^2,Surface,1,1277,
279.012,µm^2,Surface,1,1278,
276.042,µm^2,Surface,1,1279,
291.507,µm^2,Surface,1,1281,
346.714,µm^2,Surface,1,1282,
267.732,µm^2,Surface,1,1287,
231.429,µm^2,Surface,1,1290,
305.418,µm^2,Surface,1,1292,
285.344,µm^2,Surface,1,1293,
257.771,µm^2,Surface,1,1295,
334.122,µm^2,Surface,1,1298,
181.021,µm^2,Surface,1,1302,
236.498,µm^2,Surface,1,1308,
256.155,µm^2,Surface,1,1313,
292.864,µm^2,Surface,1,1318,
473.807,µm^2,Surface,1,1320,
258.526,µm^2,Surface,1,1321,
201.089,µm^2,Surface,1,1322,
188.304,µm^2,Surface,1,1323,
157.616,µm^2,Surface,1,1324,
412.828,µm^2,Surface,1,1326,
354.183,µm^2,Surface,1,1327,
258.921,µm^2,Surface,1,1333,
316.4,µm^2,Surface,1,1334,
293.516,µm^2,Surface,1,1335,
136.854,µm^2,Surface,1,1337,
429.506,µm^2,Surface,1,1339,
373.215,µm^2,Surface,1,1340,
310.876,µm^2,Surface,1,1341,
354.3,µm^2,Surface,1,1342,
169.814,µm^2,Surface,1,1345,
273.347,µm^2,Surface,1,1346,
342.936,µm^2,Surface,1,1348,
427.105,µm^2,Surface,1,1350,
330.544,µm^2,Surface,1,1352,
376.999,µm^2,Surface,1,1353,
380.258,µm^2,Surface,1,1354,
274.719,µm^2,Surface,1,1356,
367.737,µm^2,Surface,1,1360,
444.108,µm^2,Surface,1,1362,
335.684,µm^2,Surface,1,1364,
312.898,µm^2,Surface,1,1369,
202.976,µm^2,Surface,1,1370,
0.129255,µm^2,Surface,1,1374,
310.629,µm^2,Surface,1,1376,
302.372,µm^2,Surface,1,1378,
158.031,µm^2,Surface,1,1379,
233.074,µm^2,Surface,1,1383,
230.423,µm^2,Surface,1,1386,
306.433,µm^2,Surface,1,1387,
341.491,µm^2,Surface,1,1388,
214.531,µm^2,Surface,1,1389,
262.842,µm^2,Surface,1,1390,
286.573,µm^2,Surface,1,1393,
286.101,µm^2,Surface,1,1394,
252.973,µm^2,Surface,1,1395,
211.467,µm^2,Surface,1,1396,
433.408,µm^2,Surface,1,1401,
244.993,µm^2,Surface,1,1402,
280.582,µm^2,Surface,1,1404,
289.732,µm^2,Surface,1,1405,
309.792,µm^2,Surface,1,1408,
303.836,µm^2,Surface,1,1411,
356.759,µm^2,Surface,1,1412,
296.92,µm^2,Surface,1,1413,
370.257,µm^2,Surface,1,1414,
310.151,µm^2,Surface,1,1415,
330.074,µm^2,Surface,1,1417,
321.656,µm^2,Surface,1,1420,
285.348,µm^2,Surface,1,1421,
275.769,µm^2,Surface,1,1422,
323.209,µm^2,Surface,1,1423,
279.481,µm^2,Surface,1,1424,
