
Position Z
 ==================== 
Position Z,Unit,Category,Collection,Time,ID,
19.2862,µm,Surface,Position,1,7163,
10.4202,µm,Surface,Position,1,7164,
14.8477,µm,Surface,Position,1,7165,
25.934,µm,Surface,Position,1,7166,
31.4737,µm,Surface,Position,1,7168,
13.7068,µm,Surface,Position,1,7169,
14.1382,µm,Surface,Position,1,7170,
31.1274,µm,Surface,Position,1,7171,
17.6694,µm,Surface,Position,1,7172,
16.746,µm,Surface,Position,1,7173,
21.0206,µm,Surface,Position,1,7174,
24.5625,µm,Surface,Position,1,7175,
20.0655,µm,Surface,Position,1,7176,
11.696,µm,Surface,Position,1,7177,
28.6489,µm,Surface,Position,1,7178,
18.0375,µm,Surface,Position,1,7179,
23.1821,µm,Surface,Position,1,7181,
21.0051,µm,Surface,Position,1,7182,
15.9426,µm,Surface,Position,1,7183,
12.1507,µm,Surface,Position,1,7184,
20.1329,µm,Surface,Position,1,7185,
30.305,µm,Surface,Position,1,7187,
24.4873,µm,Surface,Position,1,7188,
30.8019,µm,Surface,Position,1,7189,
19.9764,µm,Surface,Position,1,7190,
25.1848,µm,Surface,Position,1,7191,
11.8051,µm,Surface,Position,1,7192,
12.6534,µm,Surface,Position,1,7193,
21.46,µm,Surface,Position,1,7194,
10.0329,µm,Surface,Position,1,7195,
23.5646,µm,Surface,Position,1,7196,
10.3815,µm,Surface,Position,1,7197,
15.1098,µm,Surface,Position,1,7198,
25.3456,µm,Surface,Position,1,7199,
16.75,µm,Surface,Position,1,7200,
18.1733,µm,Surface,Position,1,7201,
16.7026,µm,Surface,Position,1,7202,
12.2936,µm,Surface,Position,1,7203,
27.3434,µm,Surface,Position,1,7204,
16.1409,µm,Surface,Position,1,7205,
24.7275,µm,Surface,Position,1,7206,
19.9264,µm,Surface,Position,1,7207,
25.3,µm,Surface,Position,1,7208,
16.9886,µm,Surface,Position,1,7209,
29.2732,µm,Surface,Position,1,7210,
19.7868,µm,Surface,Position,1,7211,
28.4417,µm,Surface,Position,1,7212,
23.1573,µm,Surface,Position,1,7213,
27.4007,µm,Surface,Position,1,7214,
14.5,µm,Surface,Position,1,7215,
18.0625,µm,Surface,Position,1,7216,
23.5459,µm,Surface,Position,1,7217,
25.0536,µm,Surface,Position,1,7218,
30.1361,µm,Surface,Position,1,7219,
21.7473,µm,Surface,Position,1,7220,
12.0417,µm,Surface,Position,1,7221,
28.0312,µm,Surface,Position,1,7222,
17.0071,µm,Surface,Position,1,7223,
23.3229,µm,Surface,Position,1,7224,
28.7613,µm,Surface,Position,1,7225,
12.3766,µm,Surface,Position,1,7226,
28.7568,µm,Surface,Position,1,7228,
11.0369,µm,Surface,Position,1,7229,
12.2303,µm,Surface,Position,1,7230,
16.3009,µm,Surface,Position,1,7231,
14.4721,µm,Surface,Position,1,7232,
11.6914,µm,Surface,Position,1,7233,
28.5709,µm,Surface,Position,1,7234,
11.2991,µm,Surface,Position,1,7235,
11.05,µm,Surface,Position,1,7236,
15.7022,µm,Surface,Position,1,7237,
11.2368,µm,Surface,Position,1,7238,
16.2235,µm,Surface,Position,1,7239,
17.5085,µm,Surface,Position,1,7240,
24,µm,Surface,Position,1,7241,
25.848,µm,Surface,Position,1,7242,
13.9583,µm,Surface,Position,1,7243,
20,µm,Surface,Position,1,7244,
24.375,µm,Surface,Position,1,7245,
24.7,µm,Surface,Position,1,7246,
14.3834,µm,Surface,Position,1,7247,
18.5269,µm,Surface,Position,1,7248,
11.5775,µm,Surface,Position,1,7250,
18.1181,µm,Surface,Position,1,7251,
21.2788,µm,Surface,Position,1,7254,
16.4157,µm,Surface,Position,1,7255,
23.5,µm,Surface,Position,1,7256,
17.7784,µm,Surface,Position,1,7257,
31.545,µm,Surface,Position,1,7258,
16.5255,µm,Surface,Position,1,7259,
19.2981,µm,Surface,Position,1,7260,
13.2801,µm,Surface,Position,1,7261,
19.7361,µm,Surface,Position,1,7262,
15.8398,µm,Surface,Position,1,7263,
23.6312,µm,Surface,Position,1,7264,
18.275,µm,Surface,Position,1,7265,
20.6325,µm,Surface,Position,1,7266,
20.4167,µm,Surface,Position,1,7267,
14.2719,µm,Surface,Position,1,7268,
16.8728,µm,Surface,Position,1,7269,
11.2264,µm,Surface,Position,1,7270,
18.0649,µm,Surface,Position,1,7271,
29.9297,µm,Surface,Position,1,7272,
