
Position Y
 ==================== 
Position Y,Unit,Category,Collection,Time,ID,
660.18,µm,Surface,Position,1,7334,
563.553,µm,Surface,Position,1,7335,
645.155,µm,Surface,Position,1,7336,
392.918,µm,Surface,Position,1,7337,
371.412,µm,Surface,Position,1,7338,
455.845,µm,Surface,Position,1,7339,
498.196,µm,Surface,Position,1,7340,
588.042,µm,Surface,Position,1,7341,
524.033,µm,Surface,Position,1,7342,
507.273,µm,Surface,Position,1,7343,
476.124,µm,Surface,Position,1,7344,
521.91,µm,Surface,Position,1,7345,
668.574,µm,Surface,Position,1,7346,
525.911,µm,Surface,Position,1,7347,
513.362,µm,Surface,Position,1,7348,
420.549,µm,Surface,Position,1,7349,
586.583,µm,Surface,Position,1,7350,
509.169,µm,Surface,Position,1,7351,
370.881,µm,Surface,Position,1,7353,
578.013,µm,Surface,Position,1,7354,
544.373,µm,Surface,Position,1,7355,
711.625,µm,Surface,Position,1,7356,
707.124,µm,Surface,Position,1,7357,
499.62,µm,Surface,Position,1,7358,
664.114,µm,Surface,Position,1,7359,
668.54,µm,Surface,Position,1,7360,
698.139,µm,Surface,Position,1,7361,
709.771,µm,Surface,Position,1,7362,
544.685,µm,Surface,Position,1,7363,
658.004,µm,Surface,Position,1,7364,
548.153,µm,Surface,Position,1,7365,
465.258,µm,Surface,Position,1,7366,
705.173,µm,Surface,Position,1,7367,
708.507,µm,Surface,Position,1,7368,
526.897,µm,Surface,Position,1,7369,
461.55,µm,Surface,Position,1,7370,
708.396,µm,Surface,Position,1,7371,
584.326,µm,Surface,Position,1,7372,
401.679,µm,Surface,Position,1,7373,
433.182,µm,Surface,Position,1,7374,
702.008,µm,Surface,Position,1,7375,
585.563,µm,Surface,Position,1,7376,
553.374,µm,Surface,Position,1,7377,
520.073,µm,Surface,Position,1,7378,
479.68,µm,Surface,Position,1,7380,
585.537,µm,Surface,Position,1,7381,
484.21,µm,Surface,Position,1,7382,
589.792,µm,Surface,Position,1,7383,
567.446,µm,Surface,Position,1,7384,
707.795,µm,Surface,Position,1,7385,
590.548,µm,Surface,Position,1,7386,
658.059,µm,Surface,Position,1,7387,
350.739,µm,Surface,Position,1,7388,
572.609,µm,Surface,Position,1,7389,
521.569,µm,Surface,Position,1,7390,
438.133,µm,Surface,Position,1,7391,
437.381,µm,Surface,Position,1,7392,
564.219,µm,Surface,Position,1,7393,
711.479,µm,Surface,Position,1,7394,
582.332,µm,Surface,Position,1,7395,
577.54,µm,Surface,Position,1,7396,
469.804,µm,Surface,Position,1,7397,
435.979,µm,Surface,Position,1,7398,
711.404,µm,Surface,Position,1,7399,
529.391,µm,Surface,Position,1,7400,
523.429,µm,Surface,Position,1,7401,
669.986,µm,Surface,Position,1,7402,
512.03,µm,Surface,Position,1,7403,
518.618,µm,Surface,Position,1,7404,
550.761,µm,Surface,Position,1,7405,
515.981,µm,Surface,Position,1,7406,
648.253,µm,Surface,Position,1,7407,
660.539,µm,Surface,Position,1,7408,
559.767,µm,Surface,Position,1,7410,
438.383,µm,Surface,Position,1,7411,
635.947,µm,Surface,Position,1,7412,
604.701,µm,Surface,Position,1,7413,
708.181,µm,Surface,Position,1,7414,
599.118,µm,Surface,Position,1,7415,
646.087,µm,Surface,Position,1,7416,
453.235,µm,Surface,Position,1,7417,
487.398,µm,Surface,Position,1,7418,
614.266,µm,Surface,Position,1,7419,
655.274,µm,Surface,Position,1,7420,
707.12,µm,Surface,Position,1,7421,
632.562,µm,Surface,Position,1,7422,
413.602,µm,Surface,Position,1,7423,
375.699,µm,Surface,Position,1,7424,
577.114,µm,Surface,Position,1,7425,
557.075,µm,Surface,Position,1,7426,
570.415,µm,Surface,Position,1,7427,
550.113,µm,Surface,Position,1,7428,
432.401,µm,Surface,Position,1,7429,
709.827,µm,Surface,Position,1,7430,
341.741,µm,Surface,Position,1,7431,
376.337,µm,Surface,Position,1,7432,
522.768,µm,Surface,Position,1,7433,
350.077,µm,Surface,Position,1,7434,
565.341,µm,Surface,Position,1,7435,
478.573,µm,Surface,Position,1,7436,
573.34,µm,Surface,Position,1,7437,
442.595,µm,Surface,Position,1,7438,
572.286,µm,Surface,Position,1,7439,
626.938,µm,Surface,Position,1,7440,
536.801,µm,Surface,Position,1,7441,
576.509,µm,Surface,Position,1,7442,
696.854,µm,Surface,Position,1,7443,
623.985,µm,Surface,Position,1,7444,
387.87,µm,Surface,Position,1,7445,
331.033,µm,Surface,Position,1,7446,
462.649,µm,Surface,Position,1,7447,
582.495,µm,Surface,Position,1,7448,
410.853,µm,Surface,Position,1,7449,
548.93,µm,Surface,Position,1,7450,
511.764,µm,Surface,Position,1,7451,
541.399,µm,Surface,Position,1,7452,
383.378,µm,Surface,Position,1,7453,
524.454,µm,Surface,Position,1,7454,
592.763,µm,Surface,Position,1,7455,
572.837,µm,Surface,Position,1,7456,
539.345,µm,Surface,Position,1,7457,
631.022,µm,Surface,Position,1,7458,
485.002,µm,Surface,Position,1,7459,
514.747,µm,Surface,Position,1,7460,
587.675,µm,Surface,Position,1,7462,
505.027,µm,Surface,Position,1,7463,
663.317,µm,Surface,Position,1,7464,
554.477,µm,Surface,Position,1,7465,
514.583,µm,Surface,Position,1,7466,
