
Ellipticity (oblate)
 ==================== 
Ellipticity (oblate),Unit,Category,Time,ID,
0.279851,,Surface,1,7359,
0.296597,,Surface,1,7360,
0.457014,,Surface,1,7361,
0.527094,,Surface,1,7362,
0.30622,,Surface,1,7363,
0.268371,,Surface,1,7364,
0.246016,,Surface,1,7365,
0.289989,,Surface,1,7366,
0.263688,,Surface,1,7367,
0.112441,,Surface,1,7368,
0.291612,,Surface,1,7369,
0.235505,,Surface,1,7370,
0.388558,,Surface,1,7371,
0.303245,,Surface,1,7372,
0.273052,,Surface,1,7373,
0.259282,,Surface,1,7374,
0.238275,,Surface,1,7375,
0.529068,,Surface,1,7376,
0.296663,,Surface,1,7377,
0.285135,,Surface,1,7378,
0.489539,,Surface,1,7380,
0.417625,,Surface,1,7381,
0.281447,,Surface,1,7382,
0.25279,,Surface,1,7383,
0.355243,,Surface,1,7384,
0.283183,,Surface,1,7385,
0.447021,,Surface,1,7386,
0.362385,,Surface,1,7387,
0.418143,,Surface,1,7388,
0.240586,,Surface,1,7389,
0.313238,,Surface,1,7390,
0.100397,,Surface,1,7391,
0.531233,,Surface,1,7392,
0.167196,,Surface,1,7393,
0.265395,,Surface,1,7394,
0.269943,,Surface,1,7395,
0.4064,,Surface,1,7396,
0.302965,,Surface,1,7397,
0.296011,,Surface,1,7398,
0.116119,,Surface,1,7399,
0.258481,,Surface,1,7400,
0.304921,,Surface,1,7401,
0.447253,,Surface,1,7402,
0.313238,,Surface,1,7403,
0.254302,,Surface,1,7404,
0.280382,,Surface,1,7405,
0.301787,,Surface,1,7406,
0.606338,,Surface,1,7407,
0.20476,,Surface,1,7408,
0.298008,,Surface,1,7410,
0.263625,,Surface,1,7411,
0.228438,,Surface,1,7412,
0.335409,,Surface,1,7413,
0.249199,,Surface,1,7414,
0.406457,,Surface,1,7415,
0.345334,,Surface,1,7416,
0.335199,,Surface,1,7417,
0.272358,,Surface,1,7418,
0.346004,,Surface,1,7419,
0.265072,,Surface,1,7420,
0.301369,,Surface,1,7421,
0.260587,,Surface,1,7422,
0.397234,,Surface,1,7423,
0.268557,,Surface,1,7424,
0.320538,,Surface,1,7425,
0.380876,,Surface,1,7426,
0.271932,,Surface,1,7427,
0.278469,,Surface,1,7428,
0.501193,,Surface,1,7429,
0.255589,,Surface,1,7430,
0.265876,,Surface,1,7431,
0.292372,,Surface,1,7432,
0.26925,,Surface,1,7433,
0.287328,,Surface,1,7434,
0.309777,,Surface,1,7435,
0.169034,,Surface,1,7436,
0.38036,,Surface,1,7437,
0.283951,,Surface,1,7438,
0.295925,,Surface,1,7439,
0.294975,,Surface,1,7440,
0.277816,,Surface,1,7441,
0.340076,,Surface,1,7442,
0.338473,,Surface,1,7443,
0.327487,,Surface,1,7444,
0.28439,,Surface,1,7445,
0.271815,,Surface,1,7446,
0.355328,,Surface,1,7447,
0.313035,,Surface,1,7448,
0.388293,,Surface,1,7449,
0.281895,,Surface,1,7450,
0.254123,,Surface,1,7451,
0.277477,,Surface,1,7452,
0.267048,,Surface,1,7453,
0.247194,,Surface,1,7454,
0.280958,,Surface,1,7455,
0.47027,,Surface,1,7456,
0.250186,,Surface,1,7457,
0.275262,,Surface,1,7458,
0.26514,,Surface,1,7459,
0.249543,,Surface,1,7460,
0.43813,,Surface,1,7462,
0.307128,,Surface,1,7463,
0.320416,,Surface,1,7464,
0.258866,,Surface,1,7465,
0.263292,,Surface,1,7466,
0.264162,,Surface,1,7467,
0.287887,,Surface,1,7468,
0.588191,,Surface,1,7469,
0.696837,,Surface,1,7470,
0.262208,,Surface,1,7471,
0.378146,,Surface,1,7472,
0.407433,,Surface,1,7473,
0.259821,,Surface,1,7474,
0.282713,,Surface,1,7475,
0.289356,,Surface,1,7476,
0.379579,,Surface,1,7477,
0.245395,,Surface,1,7478,
0.255375,,Surface,1,7479,
0.468055,,Surface,1,7480,
0.243025,,Surface,1,7481,
0.29355,,Surface,1,7482,
0.30322,,Surface,1,7483,
0.711919,,Surface,1,7484,
0.278656,,Surface,1,7485,
0.296866,,Surface,1,7486,
0.363423,,Surface,1,7487,
0.225954,,Surface,1,7488,
0.320884,,Surface,1,7489,
0.31929,,Surface,1,7490,
0.315883,,Surface,1,7491,
0.451269,,Surface,1,7492,
0.324928,,Surface,1,7493,
0.545406,,Surface,1,7494,
0.271958,,Surface,1,7495,
0.351408,,Surface,1,7496,
0.264262,,Surface,1,7497,
0.0935598,,Surface,1,7498,
0.241044,,Surface,1,7500,
0.257159,,Surface,1,7501,
0.340871,,Surface,1,7502,
0.285557,,Surface,1,7503,
0.262399,,Surface,1,7504,
0.317277,,Surface,1,7505,
0.384998,,Surface,1,7506,
0.314065,,Surface,1,7507,
0.252629,,Surface,1,7508,
0.396725,,Surface,1,7509,
0.359807,,Surface,1,7510,
0.2612,,Surface,1,7511,
0.308541,,Surface,1,7512,
0.244855,,Surface,1,7513,
0.260811,,Surface,1,7514,
0.290627,,Surface,1,7516,
0.4256,,Surface,1,7517,
0.293778,,Surface,1,7518,
0.673809,,Surface,1,7519,
0.345443,,Surface,1,7520,
0.272625,,Surface,1,7521,
0.267898,,Surface,1,7522,
0.533766,,Surface,1,7523,
0.194682,,Surface,1,7524,
0.323778,,Surface,1,7525,
0.248688,,Surface,1,7526,
0.28673,,Surface,1,7527,
0.266392,,Surface,1,7528,
0.14714,,Surface,1,7529,
0.251345,,Surface,1,7530,
0.581439,,Surface,1,7531,
0.260616,,Surface,1,7532,
0.505238,,Surface,1,7534,
0.288854,,Surface,1,7535,
0.277678,,Surface,1,7536,
0.535226,,Surface,1,7537,
0.294685,,Surface,1,7538,
0.355447,,Surface,1,7539,
0.282075,,Surface,1,7540,
0.488193,,Surface,1,7541,
0.25261,,Surface,1,7542,
0.265194,,Surface,1,7544,
0.293285,,Surface,1,7546,
0.259669,,Surface,1,7547,
0.357642,,Surface,1,7548,
0.311678,,Surface,1,7549,
0.295875,,Surface,1,7550,
0.260375,,Surface,1,7552,
0.271088,,Surface,1,7554,
0.252648,,Surface,1,7555,
0.393894,,Surface,1,7556,
0.273185,,Surface,1,7557,
0.127374,,Surface,1,7559,
0.381619,,Surface,1,7560,
0.249957,,Surface,1,7561,
0.27326,,Surface,1,7562,
0.288128,,Surface,1,7563,
0.431866,,Surface,1,7564,
0.311033,,Surface,1,7565,
0.334223,,Surface,1,7566,
0.285135,,Surface,1,7567,
0.379411,,Surface,1,7568,
0.439178,,Surface,1,7570,
0.278191,,Surface,1,7571,
0.32819,,Surface,1,7572,
0.322156,,Surface,1,7573,
0.277619,,Surface,1,7574,
0.289847,,Surface,1,7575,
0.265182,,Surface,1,7576,
0.285225,,Surface,1,7577,
0.237088,,Surface,1,7578,
0.366156,,Surface,1,7579,
0.214239,,Surface,1,7580,
0.390493,,Surface,1,7581,
0.297825,,Surface,1,7582,
0.307313,,Surface,1,7583,
0.297857,,Surface,1,7584,
0.249414,,Surface,1,7585,
0.268539,,Surface,1,7586,
0.423403,,Surface,1,7587,
0.42288,,Surface,1,7588,
0.316507,,Surface,1,7590,
0.226713,,Surface,1,7591,
0.301829,,Surface,1,7592,
0.374024,,Surface,1,7594,
0.326987,,Surface,1,7596,
0.324677,,Surface,1,7597,
0.452515,,Surface,1,7598,
0.286302,,Surface,1,7599,
0.272955,,Surface,1,7600,
0.251565,,Surface,1,7602,
0.334841,,Surface,1,7603,
0.278911,,Surface,1,7604,
0.2918,,Surface,1,7605,
0.260827,,Surface,1,7606,
0.304196,,Surface,1,7609,
0.285292,,Surface,1,7610,
0.336335,,Surface,1,7611,
0.287496,,Surface,1,7612,
0.283059,,Surface,1,7613,
0.374842,,Surface,1,7614,
0.406602,,Surface,1,7615,
0.260869,,Surface,1,7616,
0.265845,,Surface,1,7617,
0.387312,,Surface,1,7619,
0.291621,,Surface,1,7620,
0.347049,,Surface,1,7621,
