
Position X
 ==================== 
Position X,Unit,Category,Collection,Time,ID,
539.826,µm,Surface,Position,1,7418,
402.24,µm,Surface,Position,1,7419,
379.5,µm,Surface,Position,1,7420,
318.713,µm,Surface,Position,1,7421,
400.825,µm,Surface,Position,1,7422,
618.997,µm,Surface,Position,1,7423,
654.853,µm,Surface,Position,1,7424,
464.808,µm,Surface,Position,1,7425,
481.303,µm,Surface,Position,1,7426,
468.877,µm,Surface,Position,1,7427,
485.586,µm,Surface,Position,1,7428,
592.387,µm,Surface,Position,1,7429,
314.236,µm,Surface,Position,1,7430,
686.617,µm,Surface,Position,1,7431,
654.205,µm,Surface,Position,1,7432,
509.383,µm,Surface,Position,1,7433,
679.639,µm,Surface,Position,1,7434,
471.053,µm,Surface,Position,1,7435,
548.991,µm,Surface,Position,1,7436,
457.773,µm,Surface,Position,1,7437,
597.753,µm,Surface,Position,1,7438,
448.449,µm,Surface,Position,1,7439,
403.398,µm,Surface,Position,1,7440,
491.482,µm,Surface,Position,1,7441,
450.686,µm,Surface,Position,1,7442,
328.572,µm,Surface,Position,1,7443,
404.102,µm,Surface,Position,1,7444,
639.718,µm,Surface,Position,1,7445,
710.099,µm,Surface,Position,1,7446,
585.333,µm,Surface,Position,1,7447,
451.334,µm,Surface,Position,1,7448,
636.353,µm,Surface,Position,1,7449,
485.825,µm,Surface,Position,1,7450,
534.267,µm,Surface,Position,1,7451,
492.501,µm,Surface,Position,1,7452,
655.056,µm,Surface,Position,1,7453,
505.52,µm,Surface,Position,1,7454,
455.468,µm,Surface,Position,1,7455,
475.745,µm,Surface,Position,1,7456,
493.193,µm,Surface,Position,1,7457,
401.402,µm,Surface,Position,1,7458,
557.145,µm,Surface,Position,1,7459,
523.797,µm,Surface,Position,1,7460,
457.869,µm,Surface,Position,1,7462,
540.543,µm,Surface,Position,1,7463,
384.201,µm,Surface,Position,1,7464,
