
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.544696,,Surface,1,7345,
0.517699,,Surface,1,7346,
0.288517,,Surface,1,7347,
0.377967,,Surface,1,7348,
0.550376,,Surface,1,7349,
0.685339,,Surface,1,7350,
0.589648,,Surface,1,7351,
0.575441,,Surface,1,7353,
0.642403,,Surface,1,7354,
0.415712,,Surface,1,7355,
0.778461,,Surface,1,7356,
0.64126,,Surface,1,7357,
0.503245,,Surface,1,7358,
0.673851,,Surface,1,7359,
0.63459,,Surface,1,7360,
0.404321,,Surface,1,7361,
0.306656,,Surface,1,7362,
0.619383,,Surface,1,7363,
0.680204,,Surface,1,7364,
0.741824,,Surface,1,7365,
0.63529,,Surface,1,7366,
0.706723,,Surface,1,7367,
0.741782,,Surface,1,7368,
0.632485,,Surface,1,7369,
0.766354,,Surface,1,7370,
0.491297,,Surface,1,7371,
0.627528,,Surface,1,7372,
0.687817,,Surface,1,7373,
0.702402,,Surface,1,7374,
0.761911,,Surface,1,7375,
0.320417,,Surface,1,7376,
0.597489,,Surface,1,7377,
0.639691,,Surface,1,7378,
0.371185,,Surface,1,7380,
0.273676,,Surface,1,7381,
0.563789,,Surface,1,7382,
0.730188,,Surface,1,7383,
0.492956,,Surface,1,7384,
0.661884,,Surface,1,7385,
0.412169,,Surface,1,7386,
0.526137,,Surface,1,7387,
0.453247,,Surface,1,7388,
0.530446,,Surface,1,7389,
0.564978,,Surface,1,7390,
0.905627,,Surface,1,7391,
0.282225,,Surface,1,7392,
0.791479,,Surface,1,7393,
0.609485,,Surface,1,7394,
0.682938,,Surface,1,7395,
0.465122,,Surface,1,7396,
0.625863,,Surface,1,7397,
0.623162,,Surface,1,7398,
0.650254,,Surface,1,7399,
0.717448,,Surface,1,7400,
0.596739,,Surface,1,7401,
0.418548,,Surface,1,7402,
0.606778,,Surface,1,7403,
0.723337,,Surface,1,7404,
0.642588,,Surface,1,7405,
0.617559,,Surface,1,7406,
0.260278,,Surface,1,7407,
0.667169,,Surface,1,7408,
0.638399,,Surface,1,7410,
0.658213,,Surface,1,7411,
0.729296,,Surface,1,7412,
